well,time_s,temperature_c,wavelength_nm,absorbance_a490
A12,900.0,36.9,490,0.038
B1,0.0,36.9,490,0.042
B1,30.0,36.9,490,0.039
B1,60.0,36.9,490,0.039
B1,90.0,36.9,490,0.04
B1,120.0,36.9,490,0.04
B1,150.0,36.9,490,0.04
B1,180.0,36.9,490,0.04
B1,210.0,36.9,490,0.039
B1,240.0,36.9,490,0.041
B1,270.0,36.9,490,0.041
B1,300.0,36.9,490,0.041
B1,330.0,36.9,490,0.041
B1,360.0,36.9,490,0.04
B1,390.0,36.9,490,0.04
B1,420.0,36.9,490,0.04
B1,450.0,36.9,490,0.041
B1,480.0,36.9,490,0.041
B1,510.0,36.9,490,0.041
B1,540.0,36.9,490,0.041
B1,570.0,36.9,490,0.041
B1,600.0,36.9,490,0.041
B1,630.0,36.9,490,0.04
B1,660.0,36.9,490,0.041
B1,690.0,36.9,490,0.042
B1,720.0,36.9,490,0.04
B1,750.0,36.9,490,0.041
B1,780.0,36.9,490,0.041
B1,840.0,36.9,490,0.04
B1,870.0,36.9,490,0.04
B1,900.0,36.9,490,0.041
B2,0.0,36.9,490,0.214
B2,30.0,36.9,490,0.214
B2,60.0,36.9,490,0.215
B2,90.0,36.9,490,0.217
B2,120.0,36.9,490,0.217
B2,150.0,36.9,490,0.218
B2,180.0,36.9,490,0.219
B2,210.0,36.9,490,0.218
B2,240.0,36.9,490,0.219
B2,270.0,36.9,490,0.22
B2,300.0,36.9,490,0.22
B2,330.0,36.9,490,0.22
B2,360.0,36.9,490,0.22
B2,390.0,36.9,490,0.219
B2,420.0,36.9,490,0.219
B2,450.0,36.9,490,0.221
B2,480.0,36.9,490,0.22
B2,510.0,36.9,490,0.219
B2,540.0,36.9,490,0.22
B2,570.0,36.9,490,0.219
B2,600.0,36.9,490,0.219
B2,630.0,36.9,490,0.218
B2,660.0,36.9,490,0.217
B2,690.0,36.9,490,0.218
B2,720.0,36.9,490,0.216
B2,750.0,36.9,490,0.216
B2,780.0,36.9,490,0.216
B2,840.0,36.9,490,0.215
B2,870.0,36.9,490,0.214
B2,900.0,36.9,490,0.214
B3,0.0,36.9,490,0.095
B3,30.0,36.9,490,0.103
B3,60.0,36.9,490,0.107
B3,90.0,36.9,490,0.111
B3,120.0,36.9,490,0.115
B3,150.0,36.9,490,0.118
B3,180.0,36.9,490,0.12
B3,210.0,36.9,490,0.118
B3,240.0,36.9,490,0.121
B3,270.0,36.9,490,0.122
B3,300.0,36.9,490,0.122
B3,330.0,36.9,490,0.123
B3,360.0,36.9,490,0.122
B3,390.0,36.9,490,0.121
B3,420.0,36.9,490,0.122
B3,450.0,36.9,490,0.123
B3,480.0,36.9,490,0.121
B3,510.0,36.9,490,0.122
B3,540.0,36.9,490,0.122
B3,570.0,36.9,490,0.123
B3,600.0,36.9,490,0.122
B3,630.0,36.9,490,0.122
B3,660.0,36.9,490,0.122
B3,690.0,36.9,490,0.122
B3,720.0,36.9,490,0.12
B3,750.0,36.9,490,0.121
B3,780.0,36.9,490,0.121
B3,840.0,36.9,490,0.121
B3,870.0,36.9,490,0.121
B3,900.0,36.9,490,0.12
B4,0.0,36.9,490,0.257
B4,30.0,36.9,490,0.257
B4,60.0,36.9,490,0.256
B4,90.0,36.9,490,0.257
B4,120.0,36.9,490,0.258
B4,150.0,36.9,490,0.258
B4,180.0,36.9,490,0.257
B4,210.0,36.9,490,0.255
B4,240.0,36.9,490,0.256
B4,270.0,36.9,490,0.256
B4,300.0,36.9,490,0.255
B4,330.0,36.9,490,0.255
B4,360.0,36.9,490,0.255
B4,390.0,36.9,490,0.253
B4,420.0,36.9,490,0.254
B4,450.0,36.9,490,0.255
B4,480.0,36.9,490,0.254
B4,510.0,36.9,490,0.253
B4,540.0,36.9,490,0.254
B4,570.0,36.9,490,0.255
B4,600.0,36.9,490,0.255
B4,630.0,36.9,490,0.254
B4,660.0,36.9,490,0.254
B4,690.0,36.9,490,0.255
B4,720.0,36.9,490,0.253
B4,750.0,36.9,490,0.253
B4,780.0,36.9,490,0.254
B4,840.0,36.9,490,0.253
B4,870.0,36.9,490,0.252
B4,900.0,36.9,490,0.252
B5,0.0,36.9,490,0.04
B5,30.0,36.9,490,0.039
B5,60.0,36.9,490,0.039
B5,90.0,36.9,490,0.04
B5,120.0,36.9,490,0.04
B5,150.0,36.9,490,0.041
B5,180.0,36.9,490,0.041
B5,210.0,36.9,490,0.039
B5,240.0,36.9,490,0.042
B5,270.0,36.9,490,0.042
B5,300.0,36.9,490,0.042
B5,330.0,36.9,490,0.041
B5,360.0,36.9,490,0.041
B5,390.0,36.9,490,0.04
B5,420.0,36.9,490,0.041
B5,450.0,36.9,490,0.041
B5,480.0,36.9,490,0.04
B5,510.0,36.9,490,0.041
B5,540.0,36.9,490,0.041
B5,570.0,36.9,490,0.041
B5,600.0,36.9,490,0.041
B5,630.0,36.9,490,0.041
B5,660.0,36.9,490,0.041
B5,690.0,36.9,490,0.04
B5,720.0,36.9,490,0.04
B5,750.0,36.9,490,0.041
B5,780.0,36.9,490,0.041
B5,840.0,36.9,490,0.041
B5,870.0,36.9,490,0.04
B5,900.0,36.9,490,0.041
B6,0.0,36.9,490,0.278
B6,30.0,36.9,490,0.28
B6,60.0,36.9,490,0.282
B6,90.0,36.9,490,0.285
B6,120.0,36.9,490,0.286
B6,150.0,36.9,490,0.287
B6,180.0,36.9,490,0.288
B6,210.0,36.9,490,0.287
B6,240.0,36.9,490,0.29
B6,270.0,36.9,490,0.288
B6,300.0,36.9,490,0.287
B6,330.0,36.9,490,0.287
B6,360.0,36.9,490,0.285
B6,390.0,36.9,490,0.283
B6,420.0,36.9,490,0.283
B6,450.0,36.9,490,0.282
B6,480.0,36.9,490,0.28
B6,510.0,36.9,490,0.281
B6,540.0,36.9,490,0.28
B6,570.0,36.9,490,0.279
B6,600.0,36.9,490,0.28
B6,630.0,36.9,490,0.279
B6,660.0,36.9,490,0.278
B6,690.0,36.9,490,0.279
B6,720.0,36.9,490,0.278
B6,750.0,36.9,490,0.278
B6,780.0,36.9,490,0.277
B6,840.0,36.9,490,0.277
B6,870.0,36.9,490,0.277
B6,900.0,36.9,490,0.277
B7,0.0,36.9,490,0.095
B7,30.0,36.9,490,0.103
B7,60.0,36.9,490,0.11
B7,90.0,36.9,490,0.117
B7,120.0,36.9,490,0.123
B7,150.0,36.9,490,0.128
B7,180.0,36.9,490,0.131
B7,210.0,36.9,490,0.133
B7,240.0,36.9,490,0.138
B7,270.0,36.9,490,0.139
B7,300.0,36.9,490,0.14
B7,330.0,36.9,490,0.142
B7,360.0,36.9,490,0.143
B7,390.0,36.9,490,0.142
B7,420.0,36.9,490,0.143
B7,450.0,36.9,490,0.143
B7,480.0,36.9,490,0.143
B7,510.0,36.9,490,0.141
B7,540.0,36.9,490,0.14
B7,570.0,36.9,490,0.139
B7,600.0,36.9,490,0.138
B7,630.0,36.9,490,0.136
B7,660.0,36.9,490,0.136
B7,690.0,36.9,490,0.136
B7,720.0,36.9,490,0.135
B7,750.0,36.9,490,0.135
B7,780.0,36.9,490,0.134
B7,840.0,36.9,490,0.135
B7,870.0,36.9,490,0.135
B7,900.0,36.9,490,0.135
B8,0.0,36.9,490,0.078
B8,30.0,36.9,490,0.078
B8,60.0,36.9,490,0.08
B8,90.0,36.9,490,0.082
B8,120.0,36.9,490,0.084
B8,150.0,36.9,490,0.086
B8,180.0,36.9,490,0.088
B8,210.0,36.9,490,0.088
B8,240.0,36.9,490,0.091
B8,270.0,36.9,490,0.093
B8,300.0,36.9,490,0.095
B8,330.0,36.9,490,0.096
B8,360.0,36.9,490,0.097
B8,390.0,36.9,490,0.098
B8,420.0,36.9,490,0.1
B8,450.0,36.9,490,0.102
B8,480.0,36.9,490,0.103
B8,510.0,36.9,490,0.105
B8,540.0,36.9,490,0.108
B8,570.0,36.9,490,0.11
B8,600.0,36.9,490,0.112
B8,630.0,36.9,490,0.113
B8,660.0,36.9,490,0.114
B8,690.0,36.9,490,0.118
B8,720.0,36.9,490,0.118
B8,750.0,36.9,490,0.121
B8,780.0,36.9,490,0.122
B8,840.0,36.9,490,0.126
B8,870.0,36.9,490,0.128
B8,900.0,36.9,490,0.131
B9,0.0,36.9,490,0.04
B9,30.0,36.9,490,0.04
B9,60.0,36.9,490,0.04
B9,90.0,36.9,490,0.041
B9,120.0,36.9,490,0.04
B9,150.0,36.9,490,0.041
B9,180.0,36.9,490,0.041
B9,210.0,36.9,490,0.04
B9,240.0,36.9,490,0.041
B9,270.0,36.9,490,0.041
B9,300.0,36.9,490,0.043
B9,330.0,36.9,490,0.041
B9,360.0,36.9,490,0.041
B9,390.0,36.9,490,0.04
B9,420.0,36.9,490,0.041
B9,450.0,36.9,490,0.042
B9,480.0,36.9,490,0.041
B9,510.0,36.9,490,0.042
B9,540.0,36.9,490,0.042
B9,570.0,36.9,490,0.042
B9,600.0,36.9,490,0.042
B9,630.0,36.9,490,0.041
B9,660.0,36.9,490,0.041
B9,690.0,36.9,490,0.042
B9,720.0,36.9,490,0.041
B9,750.0,36.9,490,0.041
B9,780.0,36.9,490,0.042
B9,810.0,36.9,490,0.042
B9,840.0,36.9,490,0.042
B9,870.0,36.9,490,0.041
B9,900.0,36.9,490,0.042
B10,0.0,36.9,490,0.197
B10,30.0,36.9,490,0.201
B10,60.0,36.9,490,0.205
B10,90.0,36.9,490,0.21
B10,120.0,36.9,490,0.214
B10,150.0,36.9,490,0.218
B10,180.0,36.9,490,0.22
B10,210.0,36.9,490,0.22
B10,240.0,36.9,490,0.221
B10,270.0,36.9,490,0.222
B10,300.0,36.9,490,0.223
B10,330.0,36.9,490,0.221
B10,360.0,36.9,490,0.22
B10,390.0,36.9,490,0.217
B10,420.0,36.9,490,0.217
B10,450.0,36.9,490,0.216
B10,480.0,36.9,490,0.214
B10,510.0,36.9,490,0.214
B10,540.0,36.9,490,0.211
B10,570.0,36.9,490,0.212
B10,600.0,36.9,490,0.212
B10,630.0,36.9,490,0.21
B10,660.0,36.9,490,0.21
B10,690.0,36.9,490,0.21
B10,720.0,36.9,490,0.209
B10,750.0,36.9,490,0.21
B10,780.0,36.9,490,0.209
B10,810.0,36.9,490,0.21
B10,840.0,36.9,490,0.209
B10,870.0,36.9,490,0.209
B10,900.0,36.9,490,0.209
B11,0.0,36.9,490,0.041
B11,30.0,36.9,490,0.039
B11,60.0,36.9,490,0.039
B11,90.0,36.9,490,0.04
B11,120.0,36.9,490,0.041
B11,150.0,36.9,490,0.041
B11,180.0,36.9,490,0.041
B11,210.0,36.9,490,0.039
B11,240.0,36.9,490,0.041
B11,270.0,36.9,490,0.041
B11,300.0,36.9,490,0.041
B11,330.0,36.9,490,0.041
B11,360.0,36.9,490,0.041
B11,390.0,36.9,490,0.04
B11,420.0,36.9,490,0.04
B11,450.0,36.9,490,0.042
B11,480.0,36.9,490,0.041
B11,510.0,36.9,490,0.041
B11,540.0,36.9,490,0.041
B11,570.0,36.9,490,0.041
B11,600.0,36.9,490,0.041
B11,630.0,36.9,490,0.04
B11,660.0,36.9,490,0.041
B11,690.0,36.9,490,0.041
B11,720.0,36.9,490,0.04
B11,750.0,36.9,490,0.041
B11,780.0,36.9,490,0.04
B11,810.0,36.9,490,0.041
B11,840.0,36.9,490,0.041
B11,870.0,36.9,490,0.041
B11,900.0,36.9,490,0.041
B12,0.0,36.9,490,0.04
B12,30.0,36.9,490,0.039
B12,60.0,36.9,490,0.04
B12,90.0,36.9,490,0.04
B12,120.0,36.9,490,0.04
B12,150.0,36.9,490,0.041
B12,180.0,36.9,490,0.041
B12,210.0,36.9,490,0.039
B12,240.0,36.9,490,0.041
B12,270.0,36.9,490,0.041
B12,300.0,36.9,490,0.041
B12,330.0,36.9,490,0.041
B12,360.0,36.9,490,0.041
B12,390.0,36.9,490,0.039
B12,420.0,36.9,490,0.041
B12,450.0,36.9,490,0.041
B12,480.0,36.9,490,0.041
B12,510.0,36.9,490,0.041
B12,540.0,36.9,490,0.041
B12,570.0,36.9,490,0.042
B12,600.0,36.9,490,0.041
B12,630.0,36.9,490,0.04
B12,660.0,36.9,490,0.041
B12,690.0,36.9,490,0.041
B12,720.0,36.9,490,0.04
B12,750.0,36.9,490,0.04
B12,780.0,36.9,490,0.04
B12,810.0,36.9,490,0.041
B12,840.0,36.9,490,0.041
B12,870.0,36.9,490,0.041
B12,900.0,36.9,490,0.041
C1,0.0,36.9,490,0.042
C1,30.0,36.9,490,0.042
C1,60.0,36.9,490,0.04
C1,90.0,36.9,490,0.041
C1,120.0,36.9,490,0.041
C1,150.0,36.9,490,0.041
C1,180.0,36.9,490,0.042
C1,210.0,36.9,490,0.043
C1,240.0,36.9,490,0.041
C1,270.0,36.9,490,0.039
C1,300.0,36.9,490,0.043
C1,330.0,36.9,490,0.041
C1,360.0,36.9,490,0.041
C1,390.0,36.9,490,0.042
C1,420.0,36.9,490,0.045
C1,450.0,36.9,490,0.041
C1,480.0,36.9,490,0.046
C1,510.0,36.9,490,0.046
C1,540.0,36.9,490,0.042
C1,570.0,36.9,490,0.041
C1,600.0,36.9,490,0.042
C1,630.0,36.9,490,0.042
C1,660.0,36.9,490,0.043
C1,690.0,36.9,490,0.041
C1,720.0,36.9,490,0.041
C1,750.0,36.9,490,0.041
C1,780.0,36.9,490,0.043
C1,810.0,36.9,490,0.041
C1,840.0,36.9,490,0.043
C1,870.0,36.9,490,0.04
C1,900.0,36.9,490,0.041
C2,0.0,36.9,490,0.043
C2,30.0,36.9,490,0.045
C2,60.0,36.9,490,0.04
C2,90.0,36.9,490,0.046
C2,120.0,36.9,490,0.043
C2,150.0,36.9,490,0.043
C2,180.0,36.9,490,0.041
C2,210.0,36.9,490,0.046
C2,240.0,36.9,490,0.044
C2,270.0,36.9,490,0.042
C2,300.0,36.9,490,0.041
C2,330.0,36.9,490,0.044
C2,360.0,36.9,490,0.039
C2,390.0,36.9,490,0.042
C2,420.0,36.9,490,0.046
C2,450.0,36.9,490,0.042
C2,480.0,36.9,490,0.045
C2,510.0,36.9,490,0.047
C2,540.0,36.9,490,0.043
C2,570.0,36.9,490,0.038
C2,600.0,36.9,490,0.044
C2,630.0,36.9,490,0.038
C2,660.0,36.9,490,0.044
C2,690.0,36.9,490,0.043
C2,720.0,36.9,490,0.043
C2,750.0,36.9,490,0.042
C2,780.0,36.9,490,0.044
C2,810.0,36.9,490,0.04
C2,840.0,36.9,490,0.04
C2,870.0,36.9,490,0.043
C2,900.0,36.9,490,0.042
C3,0.0,36.9,490,0.22
C3,30.0,36.9,490,0.223
C3,60.0,36.9,490,0.218
C3,90.0,36.9,490,0.223
C3,120.0,36.9,490,0.217
C3,150.0,36.9,490,0.214
C3,180.0,36.9,490,0.217
C3,210.0,36.9,490,0.225
C3,240.0,36.9,490,0.218
C3,270.0,36.9,490,0.218
C3,300.0,36.9,490,0.222
C3,330.0,36.9,490,0.224
C3,360.0,36.9,490,0.219
C3,390.0,36.9,490,0.222
C3,420.0,36.9,490,0.225
C3,450.0,36.9,490,0.224
C3,480.0,36.9,490,0.226
C3,510.0,36.9,490,0.225
C3,540.0,36.9,490,0.221
C3,570.0,36.9,490,0.218
C3,600.0,36.9,490,0.219
C3,630.0,36.9,490,0.214
C3,660.0,36.9,490,0.219
C3,690.0,36.9,490,0.219
